emp,estabs,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,fage4,firmdeath_emp,firmdeath_estabs,firmdeath_firms,firms,fsize,ifsize,job_creation,job_creation_births,job_creation_continuers,job_creation_rate,job_creation_rate_births,job_destruction,job_destruction_continuer,job_destruction_deaths,job_destruction_rate,job_destruction_rate_deat,net_job_creation,net_job_creation_rate,reallocation_rate,sic1,time,denom,sic,decades,entrant,all
49453,948,128,14,60,6.6,Economy Wide,1448,4,4,436,100 to 249,m,12239,5315,6924,25.9,11.2,7859,4314,3545,16.6,7.5,4380,9.3,33.2,MIN,1977,,Mining,1983-,False,True
32721,536,83,16,50,9.7,Economy Wide,0,0,0,170,250 to 499,m,6747,2157,4590,21,6.7,5691,4468,1223,17.7,3.8,1056,3.3,35.4,MIN,1977,,Mining,1983-,False,True
26321,427,66,16,36,8.7,Economy Wide,0,0,0,101,500 to 999,m,7208,3235,3973,29.1,13,4151,2470,1681,16.7,6.8,3057,12.4,33.4,MIN,1977,,Mining,1983-,False,True
57262,603,129,23,46,8.2,Economy Wide,0,0,0,127,1000 to 2499,m,13934,4403,9531,26.4,8.3,5023,4200,823,9.5,1.6,8911,16.9,19,MIN,1977,,Mining,1983-,False,True
49434,469,67,14.3,66,14.1,Economy Wide,0,0,0,56,2500 to 4999,m,12284,5614,6670,25.8,11.8,8774,3966,4808,18.4,10.1,3510,7.4,36.8,MIN,1977,,Mining,1983-,False,True
62291,678,91,14,39,6,Economy Wide,0,0,0,60,5000 to 9999,m,9327,4773,4554,15.2,7.8,7312,4368,2944,11.9,4.8,2015,3.3,23.8,MIN,1977,,Mining,1983-,False,True
319602,2507,325,13.3,224,9.2,Economy Wide,0,0,0,119,10000+,m,62700,22175,40525,20.4,7.2,38394,27808,10586,12.5,3.4,24306,7.9,25,MIN,1977,,Mining,1983-,False,True
554583,241182,73513,31.8,50456,21.9,Economy Wide,87396,33773,33771,241151,1 to 4,m,262687,182777,79910,50.8,35.4,187405,66265,121140,36.3,23.4,75282,14.5,72.6,CON,1977,,Construction,1983-,False,True
517630,76070,5348,7.1,3819,5.1,Economy Wide,37055,3122,3116,75996,5 to 9,m,162029,62807,99222,32.6,12.6,121275,76759,44516,24.4,9,40754,8.2,48.8,CON,1977,,Construction,1983-,False,True
535547,38985,1462,3.8,1178,3,Economy Wide,22617,902,900,38811,10 to 19,m,139092,34476,104616,26.8,6.6,106000,78467,27533,20.4,5.3,33092,6.4,40.8,CON,1977,,Construction,1983-,False,True
583522,20014,545,2.7,558,2.8,Economy Wide,16638,309,301,19538,20 to 49,m,139499,22336,117163,24.3,3.9,119109,96002,23107,20.8,4,20390,3.5,41.6,CON,1977,,Construction,1983-,False,True
317219,5376,199,3.7,199,3.7,Economy Wide,6088,49,45,4856,50 to 99,m,73676,12349,61327,23.5,3.9,65705,54735,10970,21,3.5,7971,2.5,42,CON,1977,,Construction,1983-,False,True
278663,2896,191,6.6,171,5.9,Economy Wide,4637,18,17,2130,100 to 249,m,64870,12441,52429,23.6,4.5,57515,47788,9727,20.9,3.5,7355,2.7,41.8,CON,1977,,Construction,1983-,False,True
127855,1021,101,9.9,107,10.4,Economy Wide,0,0,0,517,250 to 499,m,26486,6688,19798,20.7,5.2,26999,22153,4846,21.1,3.8,-513,-0.4,41.4,CON,1977,,Construction,1983-,False,True
96112,646,68,10.2,84,12.6,Economy Wide,0,0,0,231,500 to 999,m,25733,7672,18061,27.7,8.3,19351,15055,4296,20.8,4.6,6382,6.9,41.6,CON,1977,,Construction,1983-,False,True
106815,645,61,9.5,58,9,Economy Wide,0,0,0,160,1000 to 2499,m,25657,4327,21330,23.9,4,26326,23870,2456,24.6,2.3,-669,-0.7,47.8,CON,1977,,Construction,1983-,False,True
56914,416,97,25,46,11.8,Economy Wide,0,0,0,66,2500 to 4999,m,15422,6326,9096,28.6,11.7,9357,7981,1376,17.4,2.6,6065,11.2,34.8,CON,1977,,Construction,1983-,False,True
69540,472,38,8,47,9.9,Economy Wide,0,0,0,64,5000 to 9999,m,14814,3373,11441,21.2,4.8,15689,12164,3525,22.4,5,-875,-1.2,42.4,CON,1977,,Construction,1983-,False,True
154001,1193,198,17.3,114,9.9,Economy Wide,0,0,0,121,10000+,m,31130,10004,21126,20.4,6.6,28133,20121,8012,18.4,5.3,2997,2,36.8,CON,1977,,Construction,1983-,False,True
220323,86705,24918,29.6,19458,23.1,Economy Wide,45207,15260,15259,86672,1 to 4,m,101135,73272,27863,48.5,35.1,77756,22708,55048,37.3,26.4,23379,11.2,74.6,MAN,1977,,Manufacturing,1983-,False,True
372828,52431,4489,8.6,3706,7.1,Economy Wide,38471,3079,3067,52286,5 to 9,m,110143,53048,57095,30.5,14.7,85766,40264,45502,23.8,12.6,24377,6.7,47.6,MAN,1977,,Manufacturing,1983-,False,True
665221,46828,2383,5.1,2151,4.6,Economy Wide,44499,1693,1683,46405,10 to 19,m,151526,54306,97220,23.4,8.4,115356,62060,53296,17.8,8.2,36170,5.6,35.6,MAN,1977,,Manufacturing,1983-,False,True
1281436,42331,1785,4.2,1589,3.8,Economy Wide,56124,982,960,40649,20 to 49,m,244029,70258,173771,19.5,5.6,188743,112568,76175,15.1,6.1,55286,4.4,30.2,MAN,1977,,Manufacturing,1983-,False,True
1150446,19268,1002,5.2,699,3.7,Economy Wide,33059,266,248,16789,50 to 99,m,201643,56934,144709,18,5.1,137449,86597,50852,12.3,4.5,64194,5.7,24.6,MAN,1977,,Manufacturing,1983-,False,True
1484059,15150,930,6.2,660,4.4,Economy Wide,0,116,107,10277,100 to 249,m,237603,72162,165441,16.3,5,176542,111880,64662,12.1,4.4,61061,4.2,24.2,MAN,1977,,Manufacturing,1983-,False,True
1068982,7917,463,5.9,352,4.5,Economy Wide,0,0,0,3541,250 to 499,m,154539,42574,111965,14.9,4.1,93559,72874,20685,9,2,60980,5.9,18,MAN,1977,,Manufacturing,1983-,False,True
1084091,6694,409,6.1,405,6.1,Economy Wide,0,13,2,1911,500 to 999,m,153925,42007,111918,14.6,4,100537,72827,27710,9.5,2.6,53388,5.1,19,MAN,1977,,Manufacturing,1983-,False,True
1364546,7181,431,6,421,5.9,Economy Wide,0,0,0,1186,1000 to 2499,m,170442,44715,125727,12.7,3.3,124699,93074,31625,9.3,2.4,45743,3.4,18.6,MAN,1977,,Manufacturing,1983-,False,True
1210321,5848,380,6.5,327,5.6,Economy Wide,0,0,0,589,2500 to 4999,m,162179,43154,119025,13.8,3.7,99830,78190,21640,8.5,1.8,62349,5.3,17,MAN,1977,,Manufacturing,1983-,False,True
1438878,5948,382,6.5,348,5.9,Economy Wide,0,0,0,377,5000 to 9999,m,202396,51064,151332,14.5,3.7,121627,98089,23538,8.7,1.7,80769,5.8,17.4,MAN,1977,,Manufacturing,1983-,False,True
7985052,20449,1228,6,1070,5.3,Economy Wide,0,0,0,469,10000+,m,835701,175872,659829,10.7,2.3,458752,385060,73692,5.9,0.9,376949,4.8,11.8,MAN,1977,,Manufacturing,1983-,False,True
143820,65198,17490,27.6,13210,20.9,Economy Wide,24945,10214,10209,65122,1 to 4,m,58597,40586,18011,42.7,29.6,45459,14631,30828,33.1,22.5,13138,9.6,66.2,TCU,1977,,Transportation and public utilities,1983-,False,True
163588,24052,1871,7.9,1416,5.9,Economy Wide,13930,1141,1130,23693,5 to 9,m,44463,19602,24861,28,12.3,35169,18372,16797,22.1,10.6,9294,5.9,44.2,TCU,1977,,Transportation and public utilities,1983-,False,True
221821,16646,728,4.4,606,3.7,Economy Wide,10645,430,411,16059,10 to 19,m,44947,13836,31111,20.7,6.4,35885,22665,13220,16.5,6.1,9062,4.2,33,TCU,1977,,Transportation and public utilities,1983-,False,True
295327,11161,462,4.1,452,4.1,Economy Wide,9652,192,174,9886,20 to 49,m,50503,12032,38471,17.4,4.1,40847,27317,13530,14.1,4.7,9656,3.3,28.2,TCU,1977,,Transportation and public utilities,1983-,False,True
198426,4411,470,11,200,4.7,Economy Wide,6383,51,45,3018,50 to 99,m,35400,11205,24195,18.2,5.8,27802,17492,10310,14.3,5.3,7598,3.9,28.6,TCU,1977,,Transportation and public utilities,1983-,False,True
221106,4279,651,16,215,5.3,Economy Wide,8494,31,29,1675,100 to 249,m,48429,21786,26643,22.6,10.2,35403,21062,14341,16.5,6.7,13026,6.1,33,TCU,1977,,Transportation and public utilities,1983-,False,True
151234,3254,560,18.4,135,4.4,Economy Wide,0,0,0,592,250 to 499,m,36077,19942,16135,25.5,14.1,16099,13560,2539,11.4,1.8,19978,14.1,22.8,TCU,1977,,Transportation and public utilities,1983-,False,True
160341,3480,403,11.9,240,7.1,Economy Wide,0,0,0,395,500 to 999,m,39382,16877,22505,25.6,11,25810,20287,5523,16.8,3.6,13572,8.8,33.6,TCU,1977,,Transportation and public utilities,1983-,False,True
252085,4227,683,17.2,200,5,Economy Wide,0,0,0,328,1000 to 2499,m,51414,21297,30117,20.9,8.6,40381,31639,8742,16.4,3.5,11033,4.5,32.8,TCU,1977,,Transportation and public utilities,1983-,False,True
324409,4005,457,11.9,158,4.1,Economy Wide,0,0,0,182,2500 to 4999,m,72637,22568,50069,23.9,7.4,32825,28415,4410,10.8,1.4,39812,13.1,21.6,TCU,1977,,Transportation and public utilities,1983-,False,True
374005,3145,217,7,120,3.9,Economy Wide,0,0,0,127,5000 to 9999,m,105908,7673,98235,31.1,2.3,37995,35584,2411,11.2,0.7,67913,19.9,22.4,TCU,1977,,Transportation and public utilities,1983-,False,True
1797349,19579,757,3.9,510,2.6,Economy Wide,0,0,0,224,10000+,m,392868,50275,342593,23,2.9,214767,197816,16951,12.6,1,178101,10.4,25.2,TCU,1977,,Transportation and public utilities,1983-,False,True
296422,126195,32677,26.8,23444,19.2,Economy Wide,48985,18305,18258,125023,1 to 4,m,116113,84197,31916,41.1,29.8,87663,26365,61298,31.1,21.7,28450,10,62.2,WHO,1977,,Wholesale trade,1983-,False,True
437195,67218,6636,10.1,4137,6.3,Economy Wide,32498,2702,2638,64278,5 to 9,m,104971,51684,53287,24.6,12.1,85301,40471,44830,20,10.5,19670,4.6,40,WHO,1977,,Wholesale trade,1983-,False,True
624947,51939,4702,9.2,2555,5,Economy Wide,30597,1246,1190,46334,10 to 19,m,120001,50568,69433,19.5,8.2,98156,50622,47534,16,7.7,21845,3.5,32,WHO,1977,,Wholesale trade,1983-,False,True
754735,36541,3135,8.8,1755,4.9,Economy Wide,30076,559,531,26642,20 to 49,m,134872,49509,85363,18.1,6.7,111774,63143,48631,15,6.5,23098,3.1,30,WHO,1977,,Wholesale trade,1983-,False,True
415874,14259,1352,9.7,723,5.2,Economy Wide,13085,116,105,7285,50 to 99,m,75479,29855,45624,18.5,7.3,59780,35255,24525,14.7,6,15699,3.8,29.4,WHO,1977,,Wholesale trade,1983-,False,True
367861,11230,972,8.8,681,6.2,Economy Wide,7838,45,27,3862,100 to 249,m,67893,23563,44330,18.9,6.6,49878,30604,19274,13.9,5.4,18015,5,27.8,WHO,1977,,Wholesale trade,1983-,False,True
215025,6344,674,10.9,432,7,Economy Wide,0,0,0,1528,250 to 499,m,42044,15860,26184,20.3,7.6,27011,19290,7721,13,3.7,15033,7.3,26,WHO,1977,,Wholesale trade,1983-,False,True
159252,5523,562,10.4,400,7.4,Economy Wide,0,0,0,960,500 to 999,m,29490,8749,20741,19,5.6,22011,15395,6616,14.2,4.3,7479,4.8,28.4,WHO,1977,,Wholesale trade,1983-,False,True
207987,7154,802,11.3,667,9.4,Economy Wide,0,0,0,807,1000 to 2499,m,48393,22632,25761,24.5,11.4,28124,16962,11162,14.2,5.6,20269,10.3,28.4,WHO,1977,,Wholesale trade,1983-,False,True
158379,5800,608,10.6,552,9.6,Economy Wide,0,0,0,443,2500 to 4999,m,35744,14643,21101,23.4,9.6,23938,15064,8874,15.7,5.8,11806,7.7,31.4,WHO,1977,,Wholesale trade,1983-,False,True
187363,6284,582,9.3,661,10.6,Economy Wide,0,0,0,313,5000 to 9999,m,66938,13766,53172,39.5,8.1,31034,21038,9996,18.3,5.9,35904,21.2,36.6,WHO,1977,,Wholesale trade,1983-,False,True
933212,29248,2975,9.7,5886,19.2,Economy Wide,0,0,0,457,10000+,m,244214,100259,143955,27.2,11.2,172961,97968,74993,19.3,8.4,71253,7.9,38.6,WHO,1977,,Wholesale trade,1983-,False,True
1253186,536059,138976,26,133896,25,Economy Wide,0,108049,107803,533237,1 to 4,m,501464,373524,127940,40.2,30,487500,132864,354636,39.1,28.5,13964,1.1,78.2,RET,1977,,Retail trade,1983-,False,True
1451822,221780,27015,12.4,19280,8.8,Economy Wide,161112,13349,13071,212167,5 to 9,m,415545,251273,164272,29.1,17.6,371766,158934,212832,26,14.9,43779,3.1,52,RET,1977,,Retail trade,1983-,False,True
1594354,130232,17665,14,10326,8.2,Economy Wide,147580,5893,5666,113607,10 to 19,m,418436,253775,164661,26.7,16.2,358412,156564,201848,22.9,12.9,60024,3.8,45.8,RET,1977,,Retail trade,1983-,False,True
1835379,84803,11728,14.3,6156,7.5,Economy Wide,125713,2504,2284,60193,20 to 49,m,436628,247621,189007,24.3,13.8,360299,174934,185365,20,10.3,76329,4.3,40,RET,1977,,Retail trade,1983-,False,True
974354,33803,5145,15.9,2273,7,Economy Wide,41548,429,320,14752,50 to 99,m,211757,111570,100187,22.3,11.8,161704,90855,70849,17,7.5,50053,5.3,34,RET,1977,,Retail trade,1983-,False,True
699959,30204,4960,17.2,2200,7.6,Economy Wide,25682,120,91,5288,100 to 249,m,169597,93927,75670,24.9,13.8,131965,78150,53815,19.4,7.9,37632,5.5,38.8,RET,1977,,Retail trade,1983-,False,True
378433,19140,2811,15.3,1389,7.6,Economy Wide,0,3,1,1416,250 to 499,m,95995,49751,46244,26.8,13.9,54858,37450,17408,15.3,4.9,41137,11.5,30.6,RET,1977,,Retail trade,1983-,False,True
338194,17138,1978,11.8,1351,8,Economy Wide,0,2,1,726,500 to 999,m,78637,32252,46385,24.3,10,49371,31832,17539,15.3,5.4,29266,9,30.6,RET,1977,,Retail trade,1983-,False,True
495408,25349,3767,15.5,1784,7.3,Economy Wide,0,0,0,545,1000 to 2499,m,132959,50525,82434,28.6,10.9,73212,49140,24072,15.7,5.2,59747,12.9,31.4,RET,1977,,Retail trade,1983-,False,True
536151,24090,2556,10.9,1310,5.6,Economy Wide,0,0,0,308,2500 to 4999,m,130879,45829,85050,25.9,9.1,69948,53171,16777,13.8,3.3,60931,12.1,27.6,RET,1977,,Retail trade,1983-,False,True
534963,17978,2237,12.8,1447,8.3,Economy Wide,0,0,0,199,5000 to 9999,m,171773,64455,107318,35.4,13.3,71526,53482,18044,14.8,3.7,100247,20.6,29.6,RET,1977,,Retail trade,1983-,False,True
3490390,100383,13091,13.5,7825,8,Economy Wide,0,0,0,316,10000+,m,733882,336705,397177,21.7,10,518889,370713,148176,15.3,4.4,214993,6.4,30.6,RET,1977,,Retail trade,1983-,False,True
395616,213639,37286,17.6,31488,14.9,Economy Wide,46298,24174,24170,213539,1 to 4,m,110757,71363,39394,28.7,18.5,90938,32659,58279,23.6,15.1,19819,5.1,47.2,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
271575,41807,1650,4,1359,3.3,Economy Wide,12498,1053,1039,41543,5 to 9,m,53230,18302,34928,20,6.9,42143,26940,15203,15.8,5.7,11087,4.2,31.6,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
280532,21249,736,3.5,772,3.6,Economy Wide,10508,435,410,20569,10 to 19,m,49070,13690,35380,17.9,5,36218,22262,13956,13.2,5.1,12852,4.7,26.4,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
385717,15933,896,5.7,596,3.8,Economy Wide,11900,230,202,12756,20 to 49,m,66045,17251,48794,17.6,4.6,43247,26593,16654,11.6,4.4,22798,6,23.2,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
278722,9427,765,8.3,377,4.1,Economy Wide,7434,72,56,4320,50 to 99,m,43798,12184,31614,16,4.5,33148,21449,11699,12.1,4.3,10650,3.9,24.2,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
344343,11780,1534,13.7,436,3.9,Economy Wide,9077,59,32,2629,100 to 249,m,64356,26193,38163,19.3,7.9,41811,24382,17429,12.6,5.2,22545,6.7,25.2,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
235045,8167,986,12.6,324,4.1,Economy Wide,0,0,0,970,250 to 499,m,40515,14095,26420,18,6.3,20794,15037,5757,9.2,2.6,19721,8.8,18.4,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
245971,7524,589,7.7,792,10.4,Economy Wide,0,0,0,557,500 to 999,m,36872,10079,26793,15.3,4.2,27307,19879,7428,11.3,3.1,9565,4,22.6,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
435091,12814,865,6.8,593,4.7,Economy Wide,0,0,0,453,1000 to 2499,m,65624,18922,46702,15.5,4.5,42299,34813,7486,10,1.8,23325,5.5,20,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
348331,10584,867,8.4,494,4.8,Economy Wide,0,0,0,238,2500 to 4999,m,47655,10592,37063,13.9,3.1,34728,29300,5428,10.2,1.6,12927,3.7,20.4,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
390159,8324,788,9.7,350,4.3,Economy Wide,0,0,0,148,5000 to 9999,m,72875,31334,41541,19.6,8.4,36727,30648,6079,9.9,1.6,36148,9.7,19.8,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
908139,27108,2220,8.3,1712,6.4,Economy Wide,0,0,0,248,10000+,m,147193,50448,96745,16.6,5.7,105386,80471,24915,11.9,2.8,41807,4.7,23.8,FIRE,1977,,"Finance, insurance, and real estate",1983-,False,True
1553686,730017,146470,20.5,111510,15.6,Economy Wide,192200,81412,81320,727141,1 to 4,m,0,345028,0,0,0,0,0,0,0,0,0,0,0,SRV,1977,,Services,1983-,False,True
1373279,214415,19354,9.2,10774,5.1,Economy Wide,87756,7251,7148,206935,5 to 9,m,337178,159535,177643,25.2,11.9,263292,141569,121723,19.7,9.1,73886,5.5,39.4,SRV,1977,,Services,1983-,False,True
1338706,106938,12470,12,5860,5.7,Economy Wide,87129,3392,3333,96894,10 to 19,m,317275,150034,167241,24.3,11.5,251036,127148,123888,19.2,9.5,66239,5.1,38.4,SRV,1977,,Services,1983-,False,True
1669824,67532,10655,16.6,4222,6.6,Economy Wide,121811,2112,2034,53208,20 to 49,m,415967,210479,205488,25.6,13,323250,152803,170447,19.9,10.5,92717,5.7,39.8,SRV,1977,,Services,1983-,False,True
1353595,29420,4313,15.4,1683,6,Economy Wide,74506,575,554,19351,50 to 99,m,300457,143505,156952,22.8,10.9,228200,118550,109650,17.3,8.3,72257,5.5,34.6,SRV,1977,,Services,1983-,False,True
1690044,23142,3145,14.2,1343,6,Economy Wide,68583,275,233,11622,100 to 249,m,338316,146336,191980,20.5,8.9,258600,148777,109823,15.7,6.7,79716,4.8,31.4,SRV,1977,,Services,1983-,False,True
1001769,10873,1556,15,593,5.7,Economy Wide,0,0,0,3308,250 to 499,m,201123,0,0,21.1,0,103366,85665,17701,10.8,1.9,97757,10.3,21.6,SRV,1977,,Services,1983-,False,True
1068311,8431,998,12.2,488,6,Economy Wide,0,0,0,1834,500 to 999,m,187449,0,0,18.4,0,87776,73256,14520,8.6,1.4,99673,9.8,17.2,SRV,1977,,Services,1983-,False,True
1263918,8903,1341,15.4,927,10.7,Economy Wide,0,0,0,1171,1000 to 2499,m,192803,0,0,15.9,0,93508,77103,0,7.7,0,99295,8.2,15.4,SRV,1977,,Services,1983-,False,True
0,6752,961,14.5,766,11.5,Economy Wide,0,0,0,435,2500 to 4999,m,129779,0,0,20,0,65414,48223,17191,10.1,2.7,64365,9.9,20.2,SRV,1977,,Services,1983-,False,True
0,5634,661,12,461,8.3,Economy Wide,0,0,0,268,5000 to 9999,m,0,0,0,0,0,0,0,0,0,0,0,0,0,SRV,1977,,Services,1983-,False,True
1411764,13158,2014,15.8,1197,9.4,Economy Wide,0,0,0,373,10000+,m,413278,0,0,32.4,0,138516,102177,36339,10.9,2.9,274762,21.5,21.8,SRV,1977,,Services,1983-,False,True
0,24042,5672,23.5,5590,23.2,Economy Wide,0,3983,3981,24012,Economy Wide,a,0,10392,0,0,0,0,0,0,0,0,0,0,0,AGR,1977,,Agriculture,1983-,False,True
54251,7306,983,13.5,943,12.9,Economy Wide,4481,715,715,7234,Economy Wide,b,19949,6291,13658,39.6,12.5,12170,6322,5848,24.2,11.6,7779,15.4,48.4,AGR,1977,,Agriculture,1983-,False,True
38872,3153,375,12,337,10.8,Economy Wide,2584,208,203,3042,Economy Wide,c,10060,4604,5456,26.1,11.9,9534,5625,3909,24.7,10.1,526,1.4,49.4,AGR,1977,,Agriculture,1983-,False,True
30042,1287,156,12.4,117,9.3,Economy Wide,2113,76,73,1123,Economy Wide,d,8373,3615,4758,27.9,12.1,8239,5263,2976,27.5,9.9,134,0.4,55,AGR,1977,,Agriculture,1983-,False,True
13604,287,42,15,35,12.5,Economy Wide,915,14,14,243,Economy Wide,e,3957,1973,1984,28.9,14.4,4135,2457,1678,30.2,12.3,-178,-1.3,57.8,AGR,1977,,Agriculture,1983-,False,True
16130,260,31,12.1,27,10.5,Economy Wide,1305,9,9,143,Economy Wide,f,4659,1525,3134,28.6,9.3,5030,3005,2025,30.8,12.4,-371,-2.2,57.2,AGR,1977,,Agriculture,1983-,False,True
6897,100,8,8.2,6,6.1,Economy Wide,0,1,1,48,Economy Wide,g,1391,843,548,19,11.5,2271,1760,511,31,7,-880,-12,38,AGR,1977,,Agriculture,1983-,False,True
3606,135,7,5.2,7,5.2,Economy Wide,0,0,0,23,Economy Wide,h,691,0,0,19.5,0,583,520,0,16.4,0,108,3.1,32.8,AGR,1977,,Agriculture,1983-,False,True
5546,107,8,7.7,6,5.8,Economy Wide,0,0,0,29,Economy Wide,i,1216,0,0,19.5,0,2577,2492,85,41.4,1.4,-1361,-21.9,39,AGR,1977,,Agriculture,1983-,False,True
2170,28,4,15.4,3,11.5,Economy Wide,0,0,0,14,Economy Wide,j,319,0,0,14.7,0,322,146,176,14.8,8.1,-3,-0.1,29.4,AGR,1977,,Agriculture,1983-,False,True
0,173,12,7.2,2,1.2,Economy Wide,0,0,0,13,Economy Wide,k,0,80,0,0,0,0,0,0,0,0,0,0,0,AGR,1977,,Agriculture,1983-,False,True
39509,98,8,8.1,10,10.1,Economy Wide,0,0,0,26,Economy Wide,l,31105,0,0,124.3,0,2147,1430,717,8.6,2.9,28958,115.7,17.2,AGR,1977,,Agriculture,1983-,False,True
22786,8795,1799,20.8,1415,16.4,Economy Wide,2024,1050,1049,8779,Economy Wide,a,9603,3411,6192,48,17.1,4026,1435,2591,20.1,13,5577,27.9,40.2,MIN,1977,,Mining,1983-,False,True
27629,3752,677,18.5,478,13.1,Economy Wide,2442,375,374,3661,Economy Wide,b,10104,4241,5863,39.8,16.7,5591,2597,2994,22,11.8,4513,17.8,44,MIN,1977,,Mining,1983-,False,True
43737,3101,439,14.2,404,13.1,Economy Wide,4120,307,304,3004,Economy Wide,c,13001,5810,7191,31,13.8,9503,4373,5130,22.6,12.2,3498,8.4,45.2,MIN,1977,,Mining,1983-,False,True
67709,2605,381,15,249,9.8,Economy Wide,4778,159,159,2213,Economy Wide,d,18252,7779,10473,27.9,11.9,13827,7419,6408,21.1,9.8,4425,6.8,42.2,MIN,1977,,Mining,1983-,False,True
48198,1129,130,11.6,111,9.9,Economy Wide,2984,47,43,762,Economy Wide,e,12745,4743,8002,27.3,10.2,9598,5273,4325,20.6,9.3,3147,6.7,41.2,MIN,1977,,Mining,1983-,False,True
49385,926,159,18.1,70,8,Economy Wide,2650,17,17,442,Economy Wide,f,11609,6165,5444,24,12.8,9493,5146,4347,19.6,9,2116,4.4,39.2,MIN,1977,,Mining,1983-,False,True
34201,564,91,16.6,59,10.8,Economy Wide,1200,3,3,182,Economy Wide,g,7885,4157,3728,23.2,12.2,7574,4152,3422,22.2,10.1,311,1,44.4,MIN,1977,,Mining,1983-,False,True
24794,390,62,16.4,37,9.8,Economy Wide,0,0,0,92,Economy Wide,h,6108,1133,4975,25.1,4.7,5129,3239,1890,21.1,7.8,979,4,42.2,MIN,1977,,Mining,1983-,False,True
56558,626,142,24.6,47,8.1,Economy Wide,0,0,0,120,Economy Wide,i,11968,5696,6272,22.5,10.7,5185,3965,1220,9.8,2.3,6783,12.7,19.6,MIN,1977,,Mining,1983-,False,True
52144,488,68,14,67,13.8,Economy Wide,0,0,0,57,Economy Wide,j,12076,5895,6181,23.7,11.5,9904,4977,4927,19.4,9.6,2172,4.3,38.8,MIN,1977,,Mining,1983-,False,True
65583,691,79,11.8,39,5.8,Economy Wide,0,0,0,56,Economy Wide,k,10054,4370,5684,15.7,6.8,7177,4282,2895,11.2,4.5,2877,4.5,22.4,MIN,1977,,Mining,1983-,False,True
307532,2381,320,13.8,217,9.4,Economy Wide,0,0,0,115,Economy Wide,l,60792,22032,38760,20.6,7.5,36774,26873,9901,12.4,3.4,24018,8.2,24.8,MIN,1977,,Mining,1983-,False,True
613063,240641,62679,27,43385,18.7,Economy Wide,52995,28169,28169,240610,Economy Wide,a,279319,116852,162467,52.2,21.8,124006,46131,77875,23.2,14.5,155313,29,46.4,CON,1977,,Construction,1983-,False,True
525107,76523,12030,16.1,8026,10.8,Economy Wide,40782,6313,6311,76451,Economy Wide,b,171924,76622,95302,34.4,15.3,120210,68837,51373,24.1,10.3,51714,10.3,48.2,CON,1977,,Construction,1983-,False,True
529880,39058,4341,11.3,3083,8,Economy Wide,32650,2517,2511,38909,Economy Wide,c,145301,55288,90013,28.2,10.7,116349,77080,39269,22.6,7.6,28952,5.6,45.2,CON,1977,,Construction,1983-,False,True
570918,20097,1544,7.7,1313,6.6,Economy Wide,26861,944,940,19683,Economy Wide,d,136585,39893,96692,24,7,132749,98460,34289,23.3,6,3836,0.7,46.6,CON,1977,,Construction,1983-,False,True
299135,5350,356,6.7,316,5.9,Economy Wide,10418,163,157,4884,Economy Wide,e,63199,18006,45193,20.6,5.9,78541,63276,15265,25.6,5,-15342,-5,41.2,CON,1977,,Construction,1983-,False,True
262915,2880,284,9.9,239,8.4,Economy Wide,7171,54,50,2150,Economy Wide,f,54890,17397,37493,20.3,6.4,69050,54588,14462,25.6,5.4,-14160,-5.3,40.6,CON,1977,,Construction,1983-,False,True
133288,1089,120,11.1,99,9.2,Economy Wide,3554,13,12,555,Economy Wide,g,29268,11262,18006,21.4,8.2,36461,28940,7521,26.6,5.5,-7193,-5.2,42.8,CON,1977,,Construction,1983-,False,True
87408,589,71,11.6,101,16.4,Economy Wide,0,0,0,214,Economy Wide,h,21323,5225,16098,24.5,6,20353,15202,5151,23.4,5.9,970,1.1,46.8,CON,1977,,Construction,1983-,False,True
104405,713,74,10.4,75,10.5,Economy Wide,0,0,0,162,Economy Wide,i,19958,5686,14272,18.5,5.3,26522,23051,3471,24.6,3.2,-6564,-6.1,37,CON,1977,,Construction,1983-,False,True
56736,382,86,24.1,40,11.2,Economy Wide,0,0,0,62,Economy Wide,j,16624,5692,10932,29.6,10.1,15510,14074,1436,27.6,2.6,1114,2,55.2,CON,1977,,Construction,1983-,False,True
63389,450,41,9,52,11.4,Economy Wide,0,0,0,61,Economy Wide,k,16895,3845,13050,26.9,6.1,15562,10848,4714,24.8,7.5,1333,2.1,49.6,CON,1977,,Construction,1983-,False,True
152157,1144,195,17.8,108,9.8,Economy Wide,0,0,0,117,Economy Wide,l,25809,9808,16001,16.9,6.4,27551,20873,6678,18,4.4,-1742,-1.1,33.8,CON,1977,,Construction,1983-,False,True
